family,scale,mode,label,dataset,metric,n_sequences,mean,std_between_seq,t_ci_low,t_ci_high,boot_ci_low,boot_ci_high
rtdetr,x,nms,RT-DETR-X,MOT20,IDSW,3,138.6,113.63678981738265,-143.68943502760615,420.88943502760617,36.8,261.2
rtdetr,x,nms,RT-DETR-X,SOMPT22,IDSW,3,97.93333333333332,49.26756877838943,-24.454092235317006,220.32075890198365,54.0,151.2
yolo11,l,nms,YOLO11-L,MOT17,IDSW,3,44.4,35.50042253269671,-43.78793839654306,132.58793839654305,16.0,84.2
yolo11,l,nms,YOLO11-L,MOT20,IDSW,3,36.4,43.130963355807395,-70.74325261628272,143.54325261628273,11.0,86.2
yolo11,l,nms,YOLO11-L,SOMPT22,IDSW,3,83.66666666666667,25.92939130279254,19.254487888668706,148.07884544466464,54.0,102.0
yolo11,m,nms,YOLO11-M,MOT17,IDSW,3,51.666666666666664,37.233497463081996,-40.82646852173557,144.1598018550689,24.0,94.0
yolo11,m,nms,YOLO11-M,MOT20,IDSW,3,67.93333333333334,65.10494092872932,-93.79630564900071,229.6629723156674,12.0,139.4
yolo11,m,nms,YOLO11-M,SOMPT22,IDSW,3,98.66666666666667,35.25469235907943,11.08915586132126,186.2441774720121,58.0,120.59999999999998
yolo11,n,nms,YOLO11-N,MOT17,IDSW,3,44.800000000000004,31.567705016361263,-33.61852650455308,123.2185265045531,23.0,81.0
yolo11,n,nms,YOLO11-N,MOT20,IDSW,3,129.79999999999998,77.67959835117584,-63.166819697774685,322.7668196977746,46.0,199.4
yolo11,n,nms,YOLO11-N,SOMPT22,IDSW,3,114.46666666666665,37.48083954947291,21.35909967375774,207.57423365957555,71.2,137.0
yolo11,s,nms,YOLO11-S,MOT17,IDSW,3,48.46666666666667,25.788627984701577,-15.595836644430435,112.52916997776377,30.399999999999995,78.0
yolo11,s,nms,YOLO11-S,MOT20,IDSW,3,131.0,81.70165237007144,-71.95815576481021,333.9581557648102,42.0,202.6
yolo11,s,nms,YOLO11-S,SOMPT22,IDSW,3,113.73333333333333,29.036069522807896,41.60373803072183,185.86292863594485,82.8,140.4
yolo11,x,nms,YOLO11-X,MOT17,IDSW,3,43.333333333333336,44.04921490030592,-66.09098257351116,152.7576492401778,9.0,93.0
yolo11,x,nms,YOLO11-X,MOT20,IDSW,3,48.73333333333333,49.62270985479666,-74.5363115762118,172.00297824287844,8.0,104.0
yolo11,x,nms,YOLO11-X,SOMPT22,IDSW,3,81.0,13.076696830622021,48.51568425792582,113.48431574207419,66.0,90.0
yolo26,l,end2end,YOLO26-L (E2E),MOT17,IDSW,3,46.26666666666667,38.50212115368884,-49.377904473591904,141.91123780692524,18.4,90.2
